text,label
others,en
which,en
пасть,ru
медленный,ru
h,ru_wrong
and,en
ехать,ru
говорить,ru
because,en
at,en
now,en
хотеть,ru
have,en
body,en
новый,ru
that,en
door,en
лайм,ru
это,ru
который,ru
because,en
должен,ru
good,en
год,ru
я в порядке,ru
синий,ru
молодой,ru
few,en
рот,ru
her,en
должен,ru
нос,ru
kxj,ru_wrong
result,en
of,en
день,ru
him,en
жарко,ru
синий,ru
think,en
code is poetry,en
be,en
волос,ru
come,en
"rl,lkfq",ru_wrong
bad,en
force,en
long,en
тёплый,ru
плохо,ru
свет,ru
young,en
молодой,ru
]l;r,ru_wrong
that,en
nor,en
ветер,ru
bl;ytvyl,ru_wrong
have,en
tomato,en
two,en
end,en
я,ru
важно,ru
early,en
some,en
ship,en
/.rh,ru_wrong
синий,ru
other,en
first,en
morning,en
kid,en
понимать,ru
ухо,ru
свет,ru
шарф,ru
прохладный,ru
снег,ru
лететь,ru
father,en
for,en
стоять,ru
next,en
big,en
go,en
early,en
jtktw,ru_wrong
lemon,en
do,en
most,en
feel,en
'lz';mgl,ru_wrong
know,en
klr,ru_wrong
есть,ru
сидеть,ru
make,en
это,ru
к,ru
health,en
bly,ru_wrong
out,en
with,en
good,en
which,en
call,en
new,en
короткий,ru
bad,en
человек,ru
city,en
это,ru
know,en
if,en
same,en
старый,ru
дом,ru
reason,en
get,en
use,en
море,ru
"'lb,ej",ru_wrong
old,en
any,en
by,en
then,en
белый,ru
call,en
now,en
no problem,en
parent,en
знать,ru
мёртвый,ru
and,en
fix the bug,en
kmb,ru_wrong
понимать,ru
help,en
яркий,ru
огонь,ru
глаз,ru
uniform,en
.t'yfq,ru_wrong
rap,en
ask,en
line,en
поскольку,ru
high,en
their,en
море,ru
about,en
бежать,ru
can,en
мокрый,ru
на,ru
early,en
море,ru
own,en
"bre,tk",ru_wrong
жизнь,ru
we,en
прохладный,ru
would,en
надо,ru
видеть,ru
as,en
idea,en
день,ru
мы,ru
then,en
business,en
вода,ru
огонь,ru
than,en
"e,rh",ru_wrong
земля,ru
other,en
видеть,ru
мозг,ru
can,en
email,en
a,en
look,en
because,en
bad,en
to,en
маленький,ru
user,en
ненавидеть,ru
or,en
like,en
автобус,ru
end,en
жёлтый,ru
but,en
пасть,ru
низкий,ru
hour,en
level,en
низкий,ru
able,en
";l,lb",ru_wrong
бархатцы,ru
светлый,ru
back,en
boots,en
gt;lbmjt',ru_wrong
what,en
нос,ru
губа,ru
лежать,ru
нос,ru
sorry about that,en
губа,ru
face,en
стоять,ru
"hg,lnh,mphwmc",ru_wrong
жёлтый,ru
go,en
learning,en
фиолетовый,ru
сердце,ru
папайя,ru
same,en
лететь,ru
губа,ru
end,en
their,en
door,en
горячий,ru
огонь,ru
ветер,ru
bird,en
also,en
"vmb,fq",ru_wrong
know,en
try,en
безопасность,ru
маракуйя,ru
feel,en
cryptocurrency,en
нога,ru
жёлтый,ru
веб,ru
ты,ru
all,en
so,en
when,en
user permissions,en
end,en
кость,ru
result,en
their,en
young,en
but,en
unless,en
system settings,en
next,en
him,en
умный,ru
а,ru
code,en
это,ru
all the best,en
мочь,ru
reason,en
инструмент отладки,ru
медведь,ru
стоять,ru
right,en
back,en
богатый,ru
сила,ru
so,en
than,en
автоматизация,ru
use,en
что,ru
ночь,ru
any,en
g;hzyl,ru_wrong
way,en
бежать,ru
rainy,en
a,en
he,en
хаус,ru
daisy,en
город,ru
let,en
door,en
all,en
team,en
маленький,ru
new,en
b;h.fq,ru_wrong
be,en
education,en
ты,ru
тело,ru
сервер для продакшена,ru
good luck,en
of,en
ask,en
then,en
health,en
солнце,ru
.lkь.h,ru_wrong
girl,en
bad,en
низкий,ru
плыть,ru
for,en
и,ru
jmwwh,ru_wrong
great,en
синий,ru
only,en
оранжевый,ru
криптовалюта,ru
снег,ru
любить,ru
what,en
out,en
jltp',ru_wrong
себя,ru
different,en
who,en
теннис,ru
ветрено,ru
your,en
думать,ru
рука,ru
год,ru
мозг,ru
на,ru
маленький,ru
its,en
но,ru
bad,en
сухой,ru
or,en
information,en
from,en
make,en
низкий,ru
живой,ru
name,en
use,en
пасть,ru
тело,ru
word,en
community,en
line,en
короткий,ru
they,en
на,ru
different,en
cabbage,en
говорить,ru
время,ru
level,en
father,en
war,en
нужно,ru
видеть,ru
time,en
boy,en
идти,ru
brhytk,ru_wrong
скутер,ru
body,en
game,en
смелый,ru
one,en
teacher,en
светлый,ru
game,en
среда разработки,ru
will,en
guy,en
фиолетовый,ru
принтер,ru
two,en
жизнь,ru
not,en
он,ru
слабый,ru
g,ru_wrong
вечер,ru
important,en
young,en
дом,ru
office,en
фиолетовый,ru
us,en
call,en
the,en
дорога,ru
information,en
плыть,ru
это,ru
you,en
стоять,ru
do,en
год,ru
keyboard layout,en
плохо,ru
we,en
смелый,ru
человек,ru
"gtk,l;ё,",ru_wrong
тёплый,ru
and,en
about,en
холодный,ru
bgёr;h,ru_wrong
way,en
смелый,ru
to,en
бедный,ru
сидеть,ru
гора,ru
want,en
that,en
friend,en
server,en
line,en
ask,en
медленный,ru
good,en
в,ru
у,ru
",f",ru_wrong
work,en
быстрый,ru
бокс,ru
of,en
teacher,en
к,ru
their,en
вода,ru
at,en
техно,ru
rice,en
kind,en
by,en
business,en
а,ru
klph,ru_wrong
address,en
сила,ru
весь,ru
язык,ru
жёлтый,ru
мокрый,ru
ask,en
;hjih,ru_wrong
helicopter,en
глаз,ru
own,en
оранжевый,ru
make,en
just,en
well,en
h'nmy,ru_wrong
"gt,tk",ru_wrong
business,en
кость,ru
поле,ru
they,en
мёртвый,ru
злой,ru
car,en
look,en
лететь,ru
же,ru
power,en
enyfq,ru_wrong
нога,ru
который,ru
я,ru
по,ru
she,en
same,en
same,en
утро,ru
face,en
come,en
pepper,en
холодный,ru
ночь,ru
ветер,ru
feel,en
дорога,ru
корабль,ru
go,en
teacher,en
cookie,en
not,en
мёртвый,ru
come,en
глаз,ru
or,en
need,en
look,en
my,en
small,en
own,en
с,ru
нужно,ru
small,en
long,en
take,en
give,en
новый,ru
поле,ru
try,en
whether,en
head,en
важно,ru
слышать,ru
face,en
яркий,ru
весь,ru
air,en
должен,ru
party,en
короткий,ru
джаваскрипт,ru
find,en
стать,ru
result,en
world,en
море,ru
белый,ru
good,en
тусклый,ru
different,en
зелёный,ru
bll.otymt,ru_wrong
information,en
большой,ru
чёрный,ru
лежать,ru
morning,en
белый,ru
only,en
number,en
жизнь,ru
name,en
умный,ru
result,en
metaverse,en
большой,ru
злой,ru
my,en
no,en
по,ru
our,en
добрый,ru
know,en
к,ru
city,en
работа,ru
city,en
this,en
others,en
for,en
надо,ru
morning,en
than,en
ветер,ru
old,en
"r;hgmh,ekh",ru_wrong
we,en
door,en
rlklgh,ru_wrong
what,en
one,en
feel,en
блокчейн,ru
говорить,ru
member,en
чтобы,ru
пасть,ru
on,en
к,ru
only,en
дыня,ru
message,en
плохо,ru
humid,en
можно,ru
клавиатура,ru
give,en
my,en
own,en
тело,ru
line,en
глаз,ru
know,en
солнце,ru
i,en
луна,ru
important,en
power,en
be,en
почта,ru
guy,en
party,en
хорошо,ru
game,en
little,en
'lkluh,ru_wrong
guy,en
from,en
гора,ru
гольф,ru
[heb,ru_wrong
нога,ru
говорить,ru
it,en
галстук,ru
nhkhreqc,ru_wrong
горячий,ru
тёплый,ru
in,en
level,en
жёлтый,ru
not,en
go,en
идти,ru
cool,en
public,en
friend,en
это,ru
"'ytgylq bgt,",ru_wrong
burger,en
and,en
by,en
time,en
this,en
кожа,ru
issue,en
issue,en
word,en
an,en
рука,ru
gl;r,ru_wrong
свет,ru
air,en
few,en
work,en
доброе утро,ru
will,en
us,en
b;evhq,ru_wrong
need,en
find,en
our,en
чёрный,ru
себя,ru
change,en
end,en
высокий,ru
research,en
джейсон,ru
жизнь,ru
on,en
be,en
;hghy'h,ru_wrong
good,en
just,en
кровь,ru
law,en
быстрый,ru
problem,en
it,en
as,en
jasmine,en
party,en
уродливый,ru
city,en
луна,ru
girl,en
больной,ru
idea,en
умный,ru
ylb,ru_wrong
уродливый,ru
girl,en
земля,ru
want,en
униформа,ru
по,ru
дождь,ru
"um,[h.",ru_wrong
great,en
issue,en
research,en
education,en
seem,en
e[l,ru_wrong
хорошо,ru
early,en
вечер,ru
or,en
и,ru
boy,en
мокрый,ru
also,en
душа,ru
есть,ru
so,en
first,en
kind,en
morning,en
get,en
старый,ru
by,en
ветер,ru
power,en
ё,ru
год,ru
бежать,ru
young,en
hour,en
others,en
even,en
сон,ru
last,en
boy,en
face,en
friend,en
life,en
кровь,ru
грязный,ru
ухо,ru
same,en
тусклый,ru
старый,ru
important,en
тёплый,ru
а,ru
штаны,ru
уже,ru
art,en
in,en
сильный,ru
this,en
утро,ru
вы,ru
and,en
на,ru
us,en
time,en
see,en
because,en
ноутбук,ru
такой,ru
думать,ru
рест,ru
get,en
boy,en
day,en
him,en
как,ru
думать,ru
небо,ru
"b;fih,ь",ru_wrong
красивый,ru
we,en
few,en
прохладный,ru
тёмный,ru
that is fine,en
high,en
с,ru
cpfr,ru_wrong
about,en
kind,en
power,en
",/;ьjhy",ru_wrong
пасть,ru
do,en
короткий,ru
autocorrect,en
come,en
body,en
солнце,ru
кость,ru
change,en
nhrlb,ru_wrong
быть,ru
сидеть,ru
it,en
что,ru
безопасность сети,ru
about,en
бедный,ru
мёртвый,ru
motorcycle,en
низкий,ru
saw,en
president,en
apple,en
small,en
them,en
кожа,ru
паста,ru
two,en
only,en
day,en
кожа,ru
house,en
луна,ru
пасть,ru
life,en
холодный,ru
large,en
мочь,ru
right,en
красный,ru
"l,;h'rh",ru_wrong
api,en
great,en
оранжевый,ru
out,en
мокрый,ru
others,en
its,en
дом,ru
ветер,ru
which,en
all,en
pgtp'h,ru_wrong
new,en
reason,en
number,en
for,en
звезда,ru
человек,ru
xml,en
word,en
"khpkh.l,rh",ru_wrong
dandelion,en
air,en
in,en
холодный,ru
subway,en
morning,en
no,en
go,en
two,en
their,en
kubernetes,en
art,en
him,en
ночь,ru
good,en
смелый,ru
she,en
синий,ru
тёмный,ru
мышь,ru
зуб,ru
капуста,ru
случай,ru
рубашка,ru
нога,ru
земля,ru
быстрый,ru
minute,en
new,en
с,ru
who,en
these,en
minute,en
who,en
hot,en
sunset,en
all,en
good,en
знать,ru
change,en
видеть,ru
which,en
boy,en
only,en
the,en
красный,ru
come,en
big,en
голова,ru
body,en
parent,en
law,en
"zё;,fq",ru_wrong
and,en
time,en
"khbbgt,",ru_wrong
друг,ru
good,en
kind,en
но,ru
beer,en
side,en
рука,ru
лететь,ru
tell,en
to,en
"rly,kl;ь",ru_wrong
what,en
kid,en
about,en
расти,ru
душа,ru
тёплый,ru
give,en
штормит,ru
bytzyl,ru_wrong
need,en
us,en
низкий,ru
или,ru
город,ru
some,en
nlkt,ru_wrong
she,en
chocolate,en
тусклый,ru
тёмный,ru
утро,ru
some,en
мы,ru
сухой,ru
see,en
"nl,lwmr;",ru_wrong
есть,ru
find,en
large,en
off,en
i,en
смелый,ru
would,en
сон,ru
для,ru
"kh.l,h",ru_wrong
car,en
пароль,ru
храбрый,ru
me,en
like,en
if,en
from,en
нельзя,ru
зелёный,ru
бежать,ru
hazy,en
мозг,ru
губа,ru
look,en
i,en
снег,ru
глупый,ru
новый,ru
them,en
would,en
dawn,en
think,en
как,ru
вечер,ru
фиолетовый,ru
красный,ru
умный,ru
that,en
а,ru
would,en
that,en
небо,ru
take,en
good,en
them,en
чистый,ru
грузовик,ru
быстрый,ru
city,en
свет,ru
голова,ru
вода,ru
world,en
ухо,ru
find,en
first,en
get,en
ухо,ru
up,en
земля,ru
.lrb,ru_wrong
снег,ru
мочь,ru
minute,en
be,en
знать,ru
know,en
want,en
"bhnl;ё,",ru_wrong
father,en
вечер,ru
be,en
рот,ru
his,en
after,en
подсолнух,ru
богатый,ru
reason,en
get,en
face,en
вода,ru
over,en
parent,en
car,en
into,en
not,en
how,en
year,en
evening,en
плыть,ru
телефон,ru
while,en
мочь,ru
gmiyc,ru_wrong
research,en
злой,ru
other,en
other,en
быть,ru
face,en
tell,en
ylgfq,ru_wrong
go,en
go,en
it,en
my,en
голова,ru
minute,en
party,en
есть,ru
душа,ru
little,en
information,en
дорога,ru
power,en
чёрный,ru
но,ru
.t;fq,ru_wrong
come,en
cow,en
cat,en
ненавидеть,ru
own,en
think,en
bl;ywt,ru_wrong
give,en
because,en
медленный,ru
красный,ru
быстрый,ru
at,en
рот,ru
рассвет,ru
красный,ru
just,en
night,en
other,en
кубернетес,ru
guy,en
[mj[lj,ru_wrong
плыть,ru
give,en
день,ru
he,en
на,ru
rlkh.;ь,ru_wrong
надо,ru
up,en
even,en
ненавидеть,ru
small,en
what,en
car,en
новый,ru
шоколад,ru
how,en
hour,en
яркий,ru
волос,ru
мёртвый,ru
first,en
house,en
look,en
give,en
не,ru
глупый,ru
young,en
nt'gt'ь,ru_wrong
не,ru
светлый,ru
рыба,ru
трусливый,ru
go,en
голова,ru
мы,ru
оранжевый,ru
зелёный,ru
глупый,ru
use,en
бедный,ru
he,en
or,en
живой,ru
member,en
"bgt,",ru_wrong
old,en
but,en
different,en
people,en
город,ru
сухой,ru
"bm't,ь",ru_wrong
law,en
вечер,ru
use,en
them,en
увидимся позже,ru
yhkwmbb,ru_wrong
о,ru
руби,ru
say,en
любить,ru
поезд,ru
git,en
service,en
живой,ru
these,en
джава,ru
поле,ru
сон,ru
делать,ru
гора,ru
свет,ru
большой,ru
это правильно,ru
way,en
go,en
feel,en
over,en
they,en
like,en
можно,ru
вода,ru
kf.h,ru_wrong
think,en
небо,ru
history,en
most,en
door,en
прыжки,ru
yes,en
ihk],ru_wrong
живой,ru
спать,ru
бежать,ru
person,en
rkl;mr,ru_wrong
after,en
сердце,ru
смелый,ru
пить,ru
говорить,ru
вы,ru
pt;ёyfq,ru_wrong
чистый,ru
ambient,en
сила,ru
take care,en
ухо,ru
two,en
big,en
go,en
jlj,ru_wrong
спать,ru
yh,ru_wrong
пхп,ru
жизнь,ru
нос,ru
good,en
only,en
они,ru
прохладный,ru
jtkbmr,ru_wrong
until,en
for,en
важно,ru
",ьnh",ru_wrong
собака,ru
level,en
want,en
lotus,en
they,en
line,en
сапоги,ru
even,en
next,en
случай,ru
nl.m;h,ru_wrong
few,en
kerh,ru_wrong
new,en
добрый,ru
than,en
случай,ru
we,en
.l;ьilq,ru_wrong
умный,ru
злой,ru
think,en
juice,en
large,en
even,en
мокрый,ru
of,en
высокий,ru
"phrh,",ru_wrong
kind,en
nlvь,ru_wrong
be[l,ru_wrong
my,en
уродливый,ru
there,en
сидеть,ru
its,en
душа,ru
дом,ru
кожа,ru
give,en
work,en
сидеть,ru
кофе,ru
end,en
здоровый,ru
he,en
звезда,ru
солнце,ru
весь,ru
there,en
старый,ru
me,en
спать,ru
рука,ru
large,en
сон,ru
of,en
стоять,ru
длинный,ru
go,en
the,en
не,ru
say,en
ухо,ru
мёртвый,ru
feel,en
his,en
when,en
так,ru
",tb,",ru_wrong
see,en
трусливый,ru
take,en
операционная система,ru
светлый,ru
стать,ru
они,ru
можно,ru
медленный,ru
вы,ru
свет,ru
idea,en
car,en
say,en
number,en
лежать,ru
он,ru
гуава,ru
богатый,ru
снег,ru
and,en
снежно,ru
word,en
name,en
word,en
живой,ru
house,en
early,en
give,en
year,en
красивый,ru
туфли,ru
which,en
look,en
problem,en
could,en
луна,ru
"rly,hr,",ru_wrong
know,en
first,en
dancing,en
but,en
маленький,ru
"my,t;;tr,",ru_wrong
"phrh,",ru_wrong
boy,en
able,en
дорога,ru
see,en
this,en
how,en
that,en
teacher,en
even,en
office,en
or,en
мокрый,ru
"jtkvh,rm",ru_wrong
public,en
нарцисс,ru
"ytqklbt,ь",ru_wrong
тест,ru
early,en
member,en
give,en
door,en
good,en
здоровый,ru
need,en
мочь,ru
two,en
оранжевый,ru
other,en
on,en
swimming,en
up,en
фиолетовый,ru
грязный,ru
first,en
синий,ru
problem,en
можно,ru
к,ru
должен,ru
two,en
member,en
go,en
весь,ru
try,en
name,en
молодой,ru
come,en
бежать,ru
море,ru
our,en
уродливый,ru
плыть,ru
день,ru
blues,en
гора,ru
можно,ru
their,en
он,ru
person,en
вы,ru
on,en
bentkrm,ru_wrong
"bt,ь",ru_wrong
он,ru
'zhgh,ru_wrong
дождь,ru
back,en
after,en
fish,en
jtvtyьt,ru_wrong
"khbbgt,",ru_wrong
короткий,ru
лапша,ru
education,en
office,en
people,en
vt;lgtr,ru_wrong
its,en
ненавидеть,ru
с,ru
лимон,ru
teacher,en
if,en
снег,ru
then,en
other,en
these,en
know,en
пить,ru
head,en
добрый,ru
idea,en
gmylukh',ru_wrong
ли,ru
know,en
молодой,ru
house,en
in,en
could,en
new,en
программа,ru
тьма,ru
здоровый,ru
want,en
office,en
help,en
в,ru
он,ru
business,en
because,en
jacket,en
yluh,ru_wrong
health,en
любить,ru
хотеть,ru
let me know,en
moonlight,en
party,en
parent,en
зелёный,ru
a,en
up,en
к,ru
excuse me,en
young,en
расти,ru
know,en
ghzyl,ru_wrong
я,ru
"y],",ru_wrong
идти,ru
.;/p,ru_wrong
сила,ru
debug,en
видеть,ru
war,en
last,en
новый,ru
electronic,en
how,en
want,en
уродливый,ru
jtymt,ru_wrong
"[l,t,ь",ru_wrong
broccoli,en
рот,ru
между,ru
мёртвый,ru
service,en
other,en
короткий,ru
он,ru
gl'h,ru_wrong
guy,en
низкий,ru
out,en
светлый,ru
horse,en
нужно,ru
me,en
jmgl,ru_wrong
губа,ru
кровь,ru
seem,en
look,en
фреймворк тестирования,ru
public,en
over,en
высокий,ru
случай,ru
не,ru
our,en
our,en
уродливый,ru
жизнь,ru
дождь,ru
she,en
все хорошо,ru
человек,ru
что,ru
way,en
use,en
дом,ru
software,en
research,en
красный,ru
see,en
мочь,ru
хотеть,ru
нужно,ru
делать,ru
law,en
горячий,ru
way,en
уродливый,ru
хорошо,ru
голова,ru
rose,en
world,en
world,en
свинья,ru
морковь,ru
бежать,ru
менее,ru
they,en
банан,ru
game,en
me,en
high,en
last,en
фиолетовый,ru
history,en
level,en
понимать,ru
he,en
my,en
быстрый,ru
сон,ru
feel,en
луна,ru
jkl[;h'yl,ru_wrong
girl,en
тело,ru
год,ru
уродливый,ru
база данных,ru
my,en
электроника,ru
кожа,ru
pineapple,en
'l.kfq,ru_wrong
юбка,ru
лететь,ru
плыть,ru
но,ru
have,en
only,en
force,en
kind,en
это,ru
most,en
tennis,en
красный,ru
что,ru
звезда,ru
орхидея,ru
сильный,ru
надо,ru
same,en
огонь,ru
call,en
year,en
это,ru
over,en
город,ru
any,en
волос,ru
by,en
because,en
in,en
small,en
красивый,ru
богатый,ru
кожа,ru
belt,en
персик,ru
с,ru
сумерки,ru
;er,ru_wrong
problem,en
its,en
сухой,ru
lulyь,ru_wrong
rabbit,en
time,en
бедный,ru
first,en
тёмный,ru
name,en
сила,ru
делать,ru
молодой,ru
only,en
new,en
all,en
короткий,ru
человек,ru
has,en
l'eghyvmr,ru_wrong
гора,ru
снег,ru
бежать,ru
train,en
its,en
could,en
any,en
by,en
огонь,ru
мир,ru
good morning,en
язык,ru
весь,ru
house,en
back,en
and,en
back,en
side,en
out,en
great,en
want,en
time,en
мы,ru
well,en
right,en
стать,ru
do,en
себя,ru
небо,ru
come,en
я,ru
leave,en
all,en
in,en
сухой,ru
automation,en
github,en
well,en
who,en
way,en
утро,ru
an,en
with,en
him,en
красный,ru
новый,ru
even,en
туманно,ru
work,en
можно,ru
these,en
горячий,ru
солнце,ru
сердце,ru
высокий,ru
wifi,en
"rhy,km",ru_wrong
from,en
long,en
reason,en
чистый,ru
other,en
who,en
яркий,ru
дом,ru
back,en
глупый,ru
able,en
курица,ru
business,en
public,en
слышать,ru
side,en
life,en
жизнь,ru
храбрый,ru
полночь,ru
party,en
he,en
back,en
life,en
блюз,ru
teacher,en
гитхаб,ru
banana,en
this,en
know,en
then,en
life,en
ktuum,ru_wrong
прохладный,ru
can,en
war,en
лицо,ru
large,en
use,en
say,en
ветер,ru
office,en
daffodil,en
есть,ru
it,en
come,en
yt,ru_wrong
зачем,ru
вечер,ru
side,en
ревью кода,ru
from,en
name,en
храбрый,ru
law,en
в,ru
word,en
слышать,ru
"j;h,ьt",ru_wrong
луна,ru
can,en
добрый,ru
вечер,ru
no,en
день,ru
bad,en
what,en
coat,en
work,en
blr,ru_wrong
блютус,ru
community,en
your,en
старый,ru
"i,hyf",ru_wrong
person,en
like,en
us,en
идти,ru
get,en
important,en
say,en
these,en
word,en
boy,en
time,en
some,en
".;/,eb",ru_wrong
new,en
important,en
education,en
when,en
community,en
высокий,ru
day,en
сила,ru
will,en
help,en
контроль,ru
but,en
take,en
service,en
other,en
корова,ru
moment,en
думать,ru
ночь,ru
back,en
which,en
young,en
come,en
feel,en
as,en
public,en
случай,ru
надо,ru
eym]lknh,ru_wrong
where,en
rlrlb,ru_wrong
look,en
голова,ru
плыть,ru
"nlym,lk",ru_wrong
want,en
different,en
problem,en
здоровый,ru
город,ru
и,ru
yl,ru_wrong
right,en
us,en
boy,en
great,en
if,en
which,en
have,en
поп,ru
солнце,ru
team,en
at,en
daylight,en
internet,en
губа,ru
issue,en
but,en
little,en
than,en
мёртвый,ru
gl'h,ru_wrong
вы,ru
сильный,ru
волос,ru
that,en
make,en
air,en
нужно,ru
платье,ru
thank you,en
есть,ru
видеть,ru
own,en
hour,en
result,en
голова,ru
спать,ru
;m;mc,ru_wrong
the,en
time,en
гимнастика,ru
some,en
сильный,ru
spinach,en
problem,en
big,en
яркий,ru
community,en
most,en
ночь,ru
my,en
друг,ru
community,en
house,en
when,en
кровь,ru
others,en
you,en
world,en
холодный,ru
gf,ru_wrong
медленный,ru
at,en
any,en
тюльпан,ru
java,en
right,en
зелёный,ru
parent,en
кролик,ru
seem,en
breezy,en
education,en
длинный,ru
случай,ru
do,en
думать,ru
сон,ru
it,en
"rhjeb,h",ru_wrong
than,en
ylbrm,ru_wrong
try,en
"nt,kl",ru_wrong
level,en
луна,ru
look,en
need,en
весь,ru
больной,ru
горячий,ru
дорога,ru
либо,ru
думать,ru
plane,en
земля,ru
same,en
пасть,ru
these,en
level,en
feel,en
high,en
bm;ьyfq,ru_wrong
information,en
president,en
длинный,ru
лицо,ru
shirt,en
for,en
car,en
or,en
then,en
health,en
молодой,ru
рука,ru
member,en
интеллект,ru
darkness,en
see,en
make,en
lgwh,ru_wrong
could,en
они,ru
world,en
l;tyь,ru_wrong
",hrbm",ru_wrong
would,en
of,en
whom,en
ю,ru
face,en
плохо,ru
snowy,en
красивый,ru
come,en
able,en
впрочем,ru
слабый,ru
how are you,en
тут,ru
живой,ru
злой,ru
find,en
result,en
грязный,ru
education,en
than,en
force,en
вот,ru
so,en
ехать,ru
will,en
number,en
need,en
рот,ru
лежать,ru
have,en
синий,ru
father,en
видеть,ru
contact,en
мозг,ru
people,en
no,en
зуб,ru
пасть,ru
информационные технологии,ru
ветер,ru
linux,en
"re.tkyt,tb",ru_wrong
not,en
need,en
'ztqbly,ru_wrong
плохо,ru
надо,ru
время,ru
ночь,ru
что,ru
а,ru
so,en
other,en
а,ru
air,en
out,en
see,en
синий,ru
boy,en
history,en
access,en
чёрный,ru
мочь,ru
лотос,ru
give,en
слабый,ru
parent,en
he,en
soccer,en
случай,ru
расти,ru
force,en
but,en
morning,en
come,en
волос,ru
кошка,ru
hjt;ьbmy,ru_wrong
белый,ru
teacher,en
use,en
person,en
ночь,ru
how,en
back,en
весь,ru
him,en
would,en
need,en
take,en
любить,ru
трусливый,ru
friend,en
right,en
",lnh,",ru_wrong
год,ru
лицо,ru
душа,ru
мы,ru
after,en
лететь,ru
быть,ru
тело,ru
a,en
new,en
deer,en
оранжевый,ru
богатый,ru
my,en
"ytyhgm't,ь",ru_wrong
force,en
long,en
her,en
only,en
бедный,ru
give,en
team,en
лилия,ru
minute,en
стать,ru
оранжевый,ru
идти,ru
education,en
seem,en
больной,ru
кровь,ru
ремень,ru
время,ru
который,ru
ukeplgmr,ru_wrong
и,ru
back,en
лицо,ru
come,en
стоять,ru
house,en
мотоцикл,ru
come,en
влажно,ru
teacher,en
up,en
когда,ru
жёлтый,ru
машина,ru
язык,ru
доступ,ru
try,en
xrbxnx;ь,ru_wrong
красный,ru
young,en
молодой,ru
old,en
на,ru
земля,ru
head,en
он,ru
чистый,ru
put,en
nft,en
want,en
делать,ru
зуб,ru
а,ru
тёмный,ru
try,en
think,en
метавсел,ru
he,en
public,en
midnight,en
moment,en
people,en
храбрый,ru
кость,ru
солнце,ru
their,en
may,en
фиолетовый,ru
morning,en
гит,ru
";t,t,ь",ru_wrong
должен,ru
other,en
the,en
see,en
even,en
важно,ru
member,en
house,en
to,en
что,ru
время,ru
делать,ru
most,en
see,en
little,en
service,en
белый,ru
she,en
"gm't,ь",ru_wrong
рука,ru
city,en
father,en
who,en
she,en
world,en
мангостин,ru
to,en
service,en
тело,ru
people,en
jm'zhr,ru_wrong
game,en
seem,en
большой,ru
облако,ru
team,en
only,en
лежать,ru
глаз,ru
больной,ru
хотеть,ru
ветер,ru
душа,ru
рука,ru
classical,en
сидеть,ru
member,en
new,en
белый,ru
jkfzrm,ru_wrong
by,en
father,en
can,en
come,en
",enhyyl",ru_wrong
tell,en
жасмин,ru
стоять,ru
other,en
море,ru
father,en
тёплый,ru
issue,en
get,en
education,en
minute,en
call,en
moment,en
right,en
весь,ru
from,en
a,en
знать,ru
after,en
зелёный,ru
power,en
know,en
хотеть,ru
